% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	24	3	30	11950	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	2	11	3	30	11950	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	3	10	3	30	11950	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	4	22	3	30	11950	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	5	4	3	32	12792	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	6	12	3	30	11950	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	7	1	3	32	12112	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	8	2	3	32	12792	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	9	21	3	30	11950	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	10	23	3	30	11950	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	11	9	3	30	11950	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	12	20	3	30	11950	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	13	3	3	32	12792	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	14	19	3	30	11950	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	15	18	3	30	11950	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	1	24	3	32	13472	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	2	11	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	3	10	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	4	22	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	5	4	3	32	13472	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	6	12	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	7	1	3	32	13472	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	8	2	3	32	13472	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	9	21	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	10	23	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	11	9	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	12	20	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	13	3	3	32	13472	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	14	19	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	15	18	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	1	24	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	2	11	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	3	10	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	4	22	3	32	13472	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	5	4	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	6	12	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	7	1	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	8	2	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	9	21	3	32	13472	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	10	23	3	32	13472	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	11	9	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	12	20	3	32	13472	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	13	3	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	14	19	3	32	13472	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	15	18	3	34	14314	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	1	24	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	2	11	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	3	10	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	4	22	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	5	4	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	6	12	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	7	1	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	8	2	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	9	21	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	10	23	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	11	9	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	12	20	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	13	3	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	14	19	3	20	8420	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	15	18	3	20	8420	0	0	0	0	0	0	0	0	0	0	
